GeneID	name	Family.ID	source	TranscriptID	Class
LOC726915	XP_001122632.3	ORTHOMCL6967	Amel	XM_001122632.4	NA
LOC726916	XP_006572176.2	ORTHOMCL357	Amel	XM_006572113.3	NA
LOC726918	XP_016771723.2	ORTHOMCL1449	Amel	XM_016916234.2	NA
LOC726920	XP_006570179.1	ORTHOMCL9461	Amel	XM_006570116.3	NA
LOC726922	XP_016771923.1	ORTHOMCL3533	Amel	XM_016916434.2	NA
LOC726923	XP_026299740.1	ORTHOMCL2003	Amel	XM_026443955.1	NonCanon
LOC726924	XP_006565919.1	ORTHOMCL1384	Amel	XM_006565856.3	NA
LOC726925	XP_026294895.1	ORTHOMCL4937	Amel	XM_026439110.1	NA
LOC726928	XP_026300717.1	ORTHOMCL2450	Amel	XM_026444932.1	NonCanon
LOC726929	XP_026300189.1	ORTHOMCL2171	Amel	XM_026444404.1	NA
LOC726934	XP_006567446.1	ORTHOMCL2370	Amel	XM_006567383.3	NA
LOC726935	XP_006557826.1	ORTHOMCL447	Amel	XM_006557763.3	NA
LOC726947	XP_016771592.1	ORTHOMCL2596	Amel	XM_016916103.2	Canon
LOC726948	XP_001122665.2	ORTHOMCL1704	Amel	XM_001122665.5	NA
LOC726950	XP_001122667.2	ORTHOMCL5805	Amel	XM_001122667.5	NA
LOC726952	XP_001122669.2	ORTHOMCL3743	Amel	XM_001122669.5	NA
LOC726953	XP_026298086.1	ORTHOMCL3650	Amel	XM_026442301.1	NA
LOC726955	XP_006557496.1	ORTHOMCL1451	Amel	XM_006557433.3	NA
LOC726956	XP_001122673.2	ORTHOMCL7597	Amel	XM_001122673.5	NA
LOC726957	XP_026296437.1	ORTHOMCL166	Amel	XM_026440652.1	NA
LOC726958	XP_001122675.2	ORTHOMCL7228	Amel	XM_001122675.5	Canon
LOC726961	XP_001122678.3	ORTHOMCL3670	Amel	XM_001122678.5	NA
LOC726962	XP_001121268.2	ORTHOMCL7215	Amel	XM_001121268.5	NA
LOC726963	XP_026299488.1	ORTHOMCL6952	Amel	XM_026443703.1	NA
LOC726964	XP_026299458.1	ORTHOMCL8292	Amel	XM_026443673.1	NA
LOC726965	XP_006563715.1	ORTHOMCL6864	Amel	XM_006563652.3	NA
LOC726966	XP_006558763.1	ORTHOMCL229	Amel	XM_006558700.3	NonCanon
LOC726972	XP_006570133.1	ORTHOMCL1648	Amel	XM_006570070.3	NA
LOC726977	XP_026298925.1	ORTHOMCL7095	Amel	XM_026443140.1	NA
LOC726978	XP_001121061.1	ORTHOMCL6194	Amel	XM_001121061.5	NA
LOC726979	XP_016771594.1	ORTHOMCL5401	Amel	XM_016916105.2	NA
LOC726980	XP_026295826.1	ORTHOMCL6404	Amel	XM_026440041.1	NonCanon
LOC726981	XP_001122696.1	ORTHOMCL4802	Amel	XM_001122696.5	NA
LOC726983	XP_026298922.1	ORTHOMCL4344	Amel	XM_026443137.1	NonCanon
LOC726987	XP_006565899.1	ORTHOMCL429	Amel	XM_006565836.3	NA
LOC726989	XP_026295827.1	ORTHOMCL7479	Amel	XM_026440042.1	NA
LOC726990	XP_026296440.1	ORTHOMCL3825	Amel	XM_026440655.1	NA
LOC726991	XP_001122705.2	ORTHOMCL8488	Amel	XM_001122705.5	NA
LOC726993	XP_026299498.1	ORTHOMCL4916	Amel	XM_026443713.1	NA
LOC726995	XP_026300406.1	ORTHOMCL7951	Amel	XM_026444621.1	NA
LOC726997	XP_026300715.1	ORTHOMCL747	Amel	XM_026444930.1	NA
LOC726999	XP_001122713.2	ORTHOMCL2410	Amel	XM_001122713.5	NonCanon
LOC727000	XP_026298785.1	ORTHOMCL5407	Amel	XM_026443000.1	NA
LOC727001	XP_006565562.2	ORTHOMCL1655	Amel	XM_006565499.3	NA
LOC727004	XP_006557806.1	ORTHOMCL2062	Amel	XM_006557743.3	NonCanon
LOC727007	XP_001122721.2	ORTHOMCL1700	Amel	XM_001122721.5	NA
LOC727008	XP_001122722.2	ORTHOMCL5975	Amel	XM_001122722.5	NA
LOC727009	XP_016767737.2	ORTHOMCL2825	Amel	XM_016912248.2	NonCanon
LOC727010	XP_001122724.2	ORTHOMCL6107	Amel	XM_001122724.5	NA
LOC727012	XP_006566449.1	ORTHOMCL1682	Amel	XM_006566386.3	NA
LOC727014	XP_026296406.1	ORTHOMCL4066	Amel	XM_026440621.1	NA
LOC727015	XP_006558918.1	ORTHOMCL9157	Amel	XM_006558855.3	NA
LOC727019	XP_006558674.1	ORTHOMCL3000	Amel	XM_006558611.3	NA
LOC727021	XP_001122734.2	ORTHOMCL8378	Amel	XM_001122734.5	NA
LOC727022	XP_026296689.1	ORTHOMCL3968	Amel	XM_026440904.1	NonCanon
LOC727023	XP_026298887.1	ORTHOMCL3742	Amel	XM_026443102.1	NA
LOC727025	XP_001122738.2	ORTHOMCL3321	Amel	XM_001122738.5	NonCanon
LOC727026	XP_001122739.1	ORTHOMCL6226	Amel	XM_001122739.5	NonCanon
LOC727027	XP_001122740.5	ORTHOMCL7325	Amel	XM_001122740.5	NonCanon
LOC727028	XP_001122741.2	ORTHOMCL5602	Amel	XM_001122741.5	NA
LOC727030	XP_006558920.1	ORTHOMCL6419	Amel	XM_006558857.3	NA
LOC727031	XP_003250308.1	ORTHOMCL4163	Amel	XM_003250260.4	NA
LOC727035	XP_006572414.1	ORTHOMCL7060	Amel	XM_006572351.3	NA
LOC727048	XP_026298885.1	ORTHOMCL2788	Amel	XM_026443100.1	NonCanon
LOC727049	XP_006572261.1	ORTHOMCL8377	Amel	XM_006572198.3	NonCanon
LOC727050	XP_001122763.2	ORTHOMCL7158	Amel	XM_001122763.5	NA
LOC727052	XP_026299468.1	ORTHOMCL8693	Amel	XM_026443683.1	NA
LOC727055	XP_016767523.1	ORTHOMCL7482	Amel	XM_016912034.2	NA
LOC727071	XP_003249380.1	ORTHOMCL4039	Amel	XM_003249332.3	NA
LOC727074	XP_001122788.1	ORTHOMCL6714	Amel	XM_001122788.5	NA
LOC727078	XP_016770115.1	ORTHOMCL5204	Amel	XM_016914626.2	NA
LOC727079	XP_001122793.3	ORTHOMCL1751	Amel	XM_001122793.5	NA
LOC727085	XP_016767077.2	ORTHOMCL6663	Amel	XM_016911588.2	NA
LOC727087	XP_006563273.1	ORTHOMCL8019	Amel	XM_006563210.3	NA
LOC727088	XP_026297523.1	ORTHOMCL3615	Amel	XM_026441738.1	NA
LOC727091	XP_016768670.1	ORTHOMCL5003	Amel	XM_016913181.2	NA
LOC727092	XP_006558736.1	ORTHOMCL1125	Amel	XM_006558673.3	NA
LOC727101	XP_026298052.1	ORTHOMCL2343	Amel	XM_026442267.1	NA
LOC727108	XP_016768296.1	ORTHOMCL5996	Amel	XM_016912807.2	NA
LOC727110	XP_001122824.1	ORTHOMCL8107	Amel	XM_001122824.5	NA
LOC727113	XP_001122827.2	ORTHOMCL5962	Amel	XM_001122827.5	NA
LOC727116	XP_001122830.2	ORTHOMCL4243	Amel	XM_001122830.4	NonCanon
LOC727118	XP_026300416.1	ORTHOMCL2920	Amel	XM_026444631.1	NA
LOC727121	XP_006565811.2	ORTHOMCL605	Amel	XM_006565748.3	NA
LOC727122	XP_001122836.3	ORTHOMCL4279	Amel	XM_001122836.5	NonCanon
LOC727126	XP_001122840.1	ORTHOMCL8698	Amel	XM_001122840.5	NA
LOC727127	XP_026295021.1	ORTHOMCL2238	Amel	XM_026439236.1	NA
LOC727128	XP_001121176.1	ORTHOMCL3461	Amel	XM_001121176.5	NA
LOC727129	XP_001122842.2	ORTHOMCL8281	Amel	XM_001122842.5	NA
LOC727130	XP_006559325.2	ORTHOMCL775	Amel	XM_006559262.3	NA
LOC727131	NP_001314894.1	ORTHOMCL5447	Amel	NM_001327965.1	NA
LOC727135	XP_001122848.2	ORTHOMCL5333	Amel	XM_001122848.4	NA
LOC727140	XP_006557397.1	ORTHOMCL4570	Amel	XM_006557334.3	NA
LOC727141	XP_001122854.1	ORTHOMCL7281	Amel	XM_001122854.5	NA
LOC727142	XP_001122855.3	ORTHOMCL1208	Amel	XM_001122855.5	NA
LOC727144	NP_001229363.1	ORTHOMCL2029	Amel	NM_001242434.1	NA
LOC727145	NP_001167615.1	ORTHOMCL8275	Amel	NM_001174144.1	NA
LOC727146	XP_006571842.1	ORTHOMCL3613	Amel	XM_006571779.3	Canon
LOC727151	XP_001122862.2	ORTHOMCL7800	Amel	XM_001122862.5	NA
LOC727153	XP_006557275.1	ORTHOMCL2412	Amel	XM_006557212.2	NA
LOC727156	XP_026296858.1	ORTHOMCL2384	Amel	XM_026441073.1	NA
LOC727159	XP_026295582.1	ORTHOMCL1604	Amel	XM_026439797.1	NA
LOC727164	XP_001122875.1	ORTHOMCL8960	Amel	XM_001122875.5	NA
LOC727165	XP_001122876.4	ORTHOMCL7644	Amel	XM_001122876.5	NA
LOC727168	XP_026302274.1	ORTHOMCL1890	Amel	XM_026446489.1	NA
LOC727170	XP_026299874.1	ORTHOMCL2689	Amel	XM_026444089.1	NA
LOC727173	XP_026298469.1	ORTHOMCL7981	Amel	XM_026442684.1	NA
LOC727174	XP_001122885.3	ORTHOMCL4903	Amel	XM_001122885.5	NA
LOC727180	XP_006572320.1	ORTHOMCL2695	Amel	XM_006572257.3	NA
LOC727185	XP_026300905.1	ORTHOMCL2191	Amel	XM_026445120.1	NA
LOC727186	XP_016771263.1	ORTHOMCL1857	Amel	XM_016915774.2	NonCanon
LOC727189	XP_016770672.1	ORTHOMCL4910	Amel	XM_016915183.2	NA
LOC727192	XP_006571900.1	ORTHOMCL5247	Amel	XM_006571837.3	NA
LOC727193	XP_026299638.1	ORTHOMCL1156	Amel	XM_026443853.1	NA
LOC727199	XP_026298579.1	ORTHOMCL3164	Amel	XM_026442794.1	NA
LOC727202	XP_026296919.1	ORTHOMCL8955	Amel	XM_026441134.1	NonCanon
LOC727205	XP_006572101.1	ORTHOMCL6396	Amel	XM_006572038.3	NA
LOC727210	XP_026298491.1	ORTHOMCL2377	Amel	XM_026442706.1	NA
LOC727221	XP_006566732.1	ORTHOMCL4085	Amel	XM_006566669.3	NA
LOC727222	XP_003250884.1	ORTHOMCL4745	Amel	XM_003250836.4	NA
LOC727223	XP_006559093.2	ORTHOMCL4503	Amel	XM_006559030.3	NA
LOC727227	XP_026297438.1	ORTHOMCL6775	Amel	XM_026441653.1	NA
LOC727228	XP_026301468.1	ORTHOMCL5646	Amel	XM_026445683.1	NA
LOC727229	XP_001122939.2	ORTHOMCL7163	Amel	XM_001122939.5	NonCanon
LOC727230	XP_026297628.1	ORTHOMCL3808	Amel	XM_026441843.1	NA
LOC727232	XP_006565781.2	ORTHOMCL7241	Amel	XM_006565718.3	NA
LOC727234	XP_001122944.1	ORTHOMCL6787	Amel	XM_001122944.5	NA
LOC727235	XP_016771772.2	ORTHOMCL3769	Amel	XM_016916283.2	NA
LOC727237	XP_003249463.1	ORTHOMCL4179	Amel	XM_003249415.4	NonCanon
LOC727238	XP_006565760.1	ORTHOMCL7596	Amel	XM_006565697.3	NonCanon
LOC727239	XP_026297627.1	ORTHOMCL1409	Amel	XM_026441842.1	NA
LOC727243	XP_001122953.3	ORTHOMCL8953	Amel	XM_001122953.5	NA
LOC727246	XP_006570244.1	ORTHOMCL5649	Amel	XM_006570181.3	NA
LOC727247	XP_001122957.2	ORTHOMCL306	Amel	XM_001122957.5	NA
LOC727249	XP_006559216.1	ORTHOMCL7354	Amel	XM_006559153.3	NA
LOC727251	XP_001122961.3	ORTHOMCL7106	Amel	XM_001122961.5	NonCanon
LOC727254	XP_016771643.1	ORTHOMCL888	Amel	XM_016916154.2	NA
LOC727257	XP_026296627.1	ORTHOMCL5044	Amel	XM_026440842.1	NA
LOC727260	XP_006559242.1	ORTHOMCL4638	Amel	XM_006559179.3	NA
LOC727261	XP_001122971.2	ORTHOMCL3173	Amel	XM_001122971.5	NA
LOC727262	XP_001122972.1	ORTHOMCL7501	Amel	XM_001122972.5	NA
LOC727263	XP_001122973.2	ORTHOMCL3477	Amel	XM_001122973.4	NA
LOC727266	XP_001122976.1	ORTHOMCL4918	Amel	XM_001122976.5	NA
LOC727267	XP_001122977.1	ORTHOMCL2673	Amel	XM_001122977.5	NA
LOC727271	XP_026296497.1	ORTHOMCL8184	Amel	XM_026440712.1	NA
LOC727272	XP_026300853.1	ORTHOMCL5985	Amel	XM_026445068.1	NA
LOC727275	XP_001122985.1	ORTHOMCL6233	Amel	XM_001122985.4	NA
LOC727277	XP_001122987.4	ORTHOMCL7729	Amel	XM_001122987.5	NA
LOC727278	XP_026298514.1	ORTHOMCL2627	Amel	XM_026442729.1	NA
LOC727280	XP_003250716.1	ORTHOMCL8255	Amel	XM_003250668.4	NA
LOC727282	XP_026299682.1	ORTHOMCL1336	Amel	XM_026443897.1	NA
LOC727284	XP_001122993.1	ORTHOMCL5054	Amel	XM_001122993.5	NA
LOC727285	XP_001122994.2	ORTHOMCL2016	Amel	XM_001122994.5	NA
LOC727287	XP_001122996.1	ORTHOMCL4178	Amel	XM_001122996.5	NA
LOC727288	XP_026299124.1	ORTHOMCL7300	Amel	XM_026443339.1	NA
LOC727290	XP_026299556.1	ORTHOMCL2097	Amel	XM_026443771.1	NA
LOC727293	XP_006564297.1	ORTHOMCL1541	Amel	XM_006564234.3	NA
LOC727294	XP_001123003.1	ORTHOMCL7698	Amel	XM_001123003.4	NA
LOC727298	XP_026299078.1	ORTHOMCL3391	Amel	XM_026443293.1	NA
LOC727299	XP_026299593.1	ORTHOMCL7544	Amel	XM_026443808.1	NonCanon
LOC727300	XP_006564300.1	ORTHOMCL8167	Amel	XM_006564237.3	NA
LOC727302	XP_026300572.1	ORTHOMCL8894	Amel	XM_026444787.1	NA
LOC727303	XP_001123012.2	ORTHOMCL2239	Amel	XM_001123012.5	NonCanon
LOC727306	XP_001123015.2	ORTHOMCL588	Amel	XM_001123015.5	NA
LOC727308	XP_026294851.1	ORTHOMCL3221	Amel	XM_026439066.1	NA
LOC727309	XP_003250703.1	ORTHOMCL230	Amel	XM_003250655.4	NA
LOC727310	XP_001123019.2	ORTHOMCL2848	Amel	XM_001123019.5	NA
LOC727311	XP_006565717.1	ORTHOMCL4591	Amel	XM_006565654.3	NA
LOC727312	XP_026300767.1	ORTHOMCL6277	Amel	XM_026444982.1	NA
LOC727313	XP_026300809.1	ORTHOMCL7064	Amel	XM_026445024.1	NA
LOC727320	XP_026300713.1	ORTHOMCL2806	Amel	XM_026444928.1	NonCanon
LOC727324	XP_006561748.1	ORTHOMCL297	Amel	XM_006561685.3	NA
LOC727331	XP_026302067.1	ORTHOMCL7799	Amel	XM_026446282.1	NA
LOC727332	XP_026301748.1	ORTHOMCL4054	Amel	XM_026445963.1	NA
LOC727335	XP_006565697.1	ORTHOMCL5561	Amel	XM_006565634.3	NA
LOC727346	XP_016768333.1	ORTHOMCL8365	Amel	XM_016912844.2	NA
LOC727350	XP_026302278.1	ORTHOMCL1121	Amel	XM_026446493.1	NA
LOC727354	XP_026295546.1	ORTHOMCL1951	Amel	XM_026439761.1	NA
LOC727358	XP_001123067.2	ORTHOMCL8476	Amel	XM_001123067.5	NonCanon
LOC727370	XP_006572221.1	ORTHOMCL4180	Amel	XM_006572158.3	NA
LOC727375	XP_026297114.1	ORTHOMCL6615	Amel	XM_026441329.1	NA
LOC727378	XP_026300711.1	ORTHOMCL7291	Amel	XM_026444926.1	NonCanon
LOC727390	XP_006569610.1	ORTHOMCL3956	Amel	XM_006569547.3	NA
LOC727392	XP_001123101.2	ORTHOMCL6198	Amel	XM_001123101.5	NA
LOC727393	XP_016772831.1	ORTHOMCL8720	Amel	XM_016917342.2	NA
LOC727396	XP_006569601.1	ORTHOMCL4165	Amel	XM_006569538.2	Canon
LOC727398	XP_026297047.1	ORTHOMCL4844	Amel	XM_026441262.1	NA
LOC727399	XP_026299782.1	ORTHOMCL3101	Amel	XM_026443997.1	NA
LOC727405	XP_026299471.1	ORTHOMCL5026	Amel	XM_026443686.1	NA
LOC727407	XP_026299853.1	ORTHOMCL1718	Amel	XM_026444068.1	NA
LOC727408	XP_006563859.2	ORTHOMCL8392	Amel	XM_006563796.3	NA
LOC727415	XP_001123124.3	ORTHOMCL4648	Amel	XM_001123124.5	NA
LOC727416	XP_026296429.1	ORTHOMCL5161	Amel	XM_026440644.1	NA
LOC727418	XP_001123126.4	ORTHOMCL6560	Amel	XM_001123126.5	NA
LOC727419	XP_001123127.4	ORTHOMCL1948	Amel	XM_001123127.5	NA
LOC727420	XP_001123128.1	ORTHOMCL3929	Amel	XM_001123128.5	NonCanon
LOC727423	XP_001123131.1	ORTHOMCL8638	Amel	XM_001123131.5	NA
LOC727424	XP_006564495.1	ORTHOMCL1317	Amel	XM_006564432.3	NA
LOC727431	XP_016767961.2	ORTHOMCL5422	Amel	XM_016912472.2	NA
LOC727432	XP_026296681.1	ORTHOMCL7235	Amel	XM_026440896.1	NA
LOC727436	XP_001123143.2	ORTHOMCL8477	Amel	XM_001123143.5	NA
LOC727444	XP_026300512.1	ORTHOMCL4260	Amel	XM_026444727.1	NA
LOC727447	XP_001123155.2	ORTHOMCL7139	Amel	XM_001123155.5	NA
LOC727450	XP_016767638.2	ORTHOMCL2072	Amel	XM_016912149.2	NA
LOC727452	XP_026297581.1	ORTHOMCL3384	Amel	XM_026441796.1	NA
LOC727455	XP_003251327.1	ORTHOMCL5421	Amel	XM_003251279.4	NA
LOC727456	XP_003251860.1	ORTHOMCL3801	Amel	XM_003251812.4	NonCanon
LOC727460	XP_006572072.1	ORTHOMCL933	Amel	XM_006572009.3	NA
LOC727466	XP_026295978.1	ORTHOMCL8278	Amel	XM_026440193.1	NA
LOC727471	XP_001123179.2	ORTHOMCL5632	Amel	XM_001123179.5	NonCanon
LOC727473	XP_026300255.1	ORTHOMCL5178	Amel	XM_026444470.1	NA
LOC727480	XP_006559709.1	ORTHOMCL5537	Amel	XM_006559646.3	NA
LOC727483	XP_001123191.1	ORTHOMCL6091	Amel	XM_001123191.4	NA
LOC727486	XP_001123195.2	ORTHOMCL6441	Amel	XM_001123195.5	NA
LOC727490	XP_026300050.1	ORTHOMCL5916	Amel	XM_026444265.1	NA
LOC727495	XP_026299462.1	ORTHOMCL305	Amel	XM_026443677.1	NonCanon
LOC727496	XP_026300048.1	ORTHOMCL6321	Amel	XM_026444263.1	NA
LOC727497	XP_006562525.1	ORTHOMCL7316	Amel	XM_006562462.2	NA
LOC727501	XP_006562527.1	ORTHOMCL721	Amel	XM_006562464.3	NA
LOC727502	XP_001123212.2	ORTHOMCL514	Amel	XM_001123212.5	NA
LOC727505	XP_006562124.1	ORTHOMCL1220	Amel	XM_006562061.3	NA
LOC727510	XP_006572147.1	ORTHOMCL2727	Amel	XM_006572084.3	NonCanon
LOC727515	XP_001123223.3	ORTHOMCL6425	Amel	XM_001123223.4	NA
LOC727520	XP_026297766.1	ORTHOMCL5862	Amel	XM_026441981.1	NA
LOC727522	XP_001123230.2	ORTHOMCL2761	Amel	XM_001123230.5	NA
LOC727524	XP_026301762.1	ORTHOMCL3603	Amel	XM_026445977.1	NA
LOC727528	XP_026296197.1	ORTHOMCL3998	Amel	XM_026440412.1	NA
LOC727534	XP_026294720.1	ORTHOMCL7835	Amel	XM_026438935.1	NA
LOC727538	XP_006563272.1	ORTHOMCL3397	Amel	XM_006563209.3	NA
LOC727539	XP_001123248.2	ORTHOMCL4588	Amel	XM_001123248.5	NonCanon
LOC727546	XP_026295187.1	ORTHOMCL8511	Amel	XM_026439402.1	NA
LOC727561	XP_026299971.1	ORTHOMCL1819	Amel	XM_026444186.1	NA
LOC727568	XP_001123277.1	ORTHOMCL8342	Amel	XM_001123277.5	NonCanon
LOC727574	XP_026302195.1	ORTHOMCL6503	Amel	XM_026446410.1	NA
LOC727578	XP_001123287.3	ORTHOMCL7318	Amel	XM_001123287.5	NA
LOC727582	XP_006562255.1	ORTHOMCL3141	Amel	XM_006562192.3	NonCanon
LOC727591	XP_006560698.2	ORTHOMCL6420	Amel	XM_006560635.3	NA
LOC727592	XP_001123300.3	ORTHOMCL5559	Amel	XM_001123300.5	NA
LOC727593	XP_016770440.2	ORTHOMCL7513	Amel	XM_016914951.2	NA
LOC727596	XP_026302126.1	ORTHOMCL2125	Amel	XM_026446341.1	NA
LOC727599	XP_001123307.2	ORTHOMCL5302	Amel	XM_001123307.5	NA
LOC727612	XP_006565335.1	ORTHOMCL1309	Amel	XM_006565272.3	NA
LOC727622	XP_026301294.1	ORTHOMCL2561	Amel	XM_026445509.1	NonCanon
LOC727634	XP_001123340.2	ORTHOMCL2907	Amel	XM_001123340.5	Canon
LOC727639	XP_026296526.1	ORTHOMCL748	Amel	XM_026440741.1	NA
LOC727647	XP_016768842.1	ORTHOMCL1127	Amel	XM_016913353.2	NA
LOC727648	XP_001123355.3	ORTHOMCL5138	Amel	XM_001123355.5	NA
LOC727649	XP_016768827.1	ORTHOMCL6883	Amel	XM_016913338.2	NA
LOC727650	XP_001123357.1	ORTHOMCL4866	Amel	XM_001123357.5	NA
LOC727652	XP_006566285.2	ORTHOMCL5863	Amel	XM_006566222.3	NonCanon
LOC751767	NP_001072129.1	ORTHOMCL8923	Amel	NM_001078661.1	NA
Lop1	NP_001011639.2	ORTHOMCL415	Amel	NM_001011639.2	NA
Mad	NP_001035923.1	ORTHOMCL3261	Amel	NM_001042458.1	NA
MARCH6	NP_001229387.1	ORTHOMCL1281	Amel	NM_001242458.1	NA
Mblk-1	NP_001011629.1	ORTHOMCL4959	Amel	NM_001011629.1	NA
Mcdp	NP_001011611.2	ORTHOMCL10244	Amel	NM_001011611.2	NA
Melt	NP_001011607.1	ORTHOMCL10405	Amel	NM_001011607.2	NonCanon
Metrn	NP_001035925.1	ORTHOMCL5901	Amel	NM_001042460.1	NA
Mrjp8	NP_001011564.1	ORTHOMCL1428	Amel	NM_001011564.2	NA
Mrjp9	NP_001019868.1	ORTHOMCL9139	Amel	NM_001024697.1	NA
MsrA	NP_001171518.1	ORTHOMCL8758	Amel	NM_001178047.1	NA
Msx	NP_001108550.1	ORTHOMCL3310	Amel	NM_001115078.1	NA
nAChRa7	NP_001011621.1	ORTHOMCL436	Amel	NM_001011621.1	NA
nAChRa8	NP_001011575.1	ORTHOMCL22	Amel	NM_001011575.1	NA
nAChRa9	NP_001091694.1	ORTHOMCL4889	Amel	NM_001098224.2	NA
nAChRb1	NP_001073028.1	ORTHOMCL5765	Amel	NM_001079560.1	NA
nAChRb2	NP_001091699.1	ORTHOMCL8942	Amel	NM_001098229.1	NA
nanos	NP_001035321.1	ORTHOMCL7505	Amel	NM_001040231.1	NA
Ndufb2	NP_001156935.1	ORTHOMCL8064	Amel	NM_001163463.1	NonCanon
Ndufs1	NP_001165875.1	ORTHOMCL401	Amel	NM_001172404.1	NA
Ndufs5	NP_001155303.1	ORTHOMCL1810	Amel	NM_001161831.1	NonCanon
Nedd9	NP_001191680.1	ORTHOMCL3132	Amel	NM_001204751.1	NA
NFRKB	NP_001035327.1	ORTHOMCL335	Amel	NM_001040237.1	NA
Nipped-B	NP_001242963.1	ORTHOMCL923	Amel	NM_001256034.1	NA
NLG-3	NP_001139208.1	ORTHOMCL47	Amel	NM_001145736.1	NA
Nmdar1	NP_001011573.1	ORTHOMCL5991	Amel	NM_001011573.1	NA
NOS	NP_001012980.1	ORTHOMCL3366	Amel	NM_001012962.1	Canon
NPF	NP_001161192.1	ORTHOMCL1509	Amel	NM_001167720.1	NA
Nrk1	NP_001127843.1	ORTHOMCL6435	Amel	NM_001134371.1	NA
Nrx-1	NP_001139212.1	ORTHOMCL142	Amel	NM_001145740.1	NA
Oa1	NP_001011565.1	ORTHOMCL5922	Amel	NM_001011565.1	NA
Obp1	NP_001011590.1	ORTHOMCL3988	Amel	NM_001011590.1	NA
Obp10	NP_001035294.1	ORTHOMCL6598	Amel	NM_001040204.1	NA
Obp11	NP_001035316.1	ORTHOMCL6622	Amel	NM_001040226.1	NA
Obp12	NP_001035319.1	ORTHOMCL9229	Amel	NM_001040229.1	NA
Obp13	NP_001035314.1	ORTHOMCL6816	Amel	NM_001040224.1	NA
Obp14	NP_001035313.1	ORTHOMCL10312	Amel	NM_001040223.1	NA
Obp16	NP_001035295.1	ORTHOMCL10426	Amel	NM_001040205.1	NA
Obp17	NP_001035297.1	ORTHOMCL10340	Amel	NM_001040207.1	NonCanon
Obp19	NP_001035299.1	ORTHOMCL10356	Amel	NM_001040209.1	NA
Obp2	NP_001011591.1	ORTHOMCL7211	Amel	NM_001011591.1	NA
Obp21	NP_001035296.1	ORTHOMCL10435	Amel	NM_001040206.1	NonCanon
Obp4	NP_001011589.1	ORTHOMCL6522	Amel	NM_001011589.1	NA
Obp5	NP_001011588.1	ORTHOMCL8756	Amel	NM_001011588.1	NA
Obp6	NP_001011593.1	ORTHOMCL7753	Amel	NM_001011593.1	NA
Obp7	NP_001035310.1	ORTHOMCL9236	Amel	NM_001040220.1	NA
Obp9	NP_001035315.1	ORTHOMCL4196	Amel	NM_001040225.1	NA
Or10	NP_001229890.1	ORTHOMCL8544	Amel	NM_001242961.1	NA
Or105	NP_001229915.1	ORTHOMCL58	Amel	NM_001242986.1	NA
Or107	NP_001229916.1	ORTHOMCL833	Amel	NM_001242987.1	NA
Or115	NP_001229918.1	ORTHOMCL8162	Amel	NM_001242989.1	NA
Or13	NP_001229893.1	ORTHOMCL10270	Amel	NM_001242964.1	NA
Or130	NP_001229920.1	ORTHOMCL8897	Amel	NM_001242991.1	NA
Or14	NP_001229894.1	ORTHOMCL8560	Amel	NM_001242965.1	NA
Or170	NP_001229922.1	ORTHOMCL610	Amel	NM_001242993.1	NA
Or19	NP_001229895.1	ORTHOMCL7891	Amel	NM_001242966.1	NA
Or2	NP_001128415.1	ORTHOMCL2956	Amel	NM_001134943.1	NA
Or25	NP_001229896.1	ORTHOMCL32	Amel	NM_001242967.1	NA
Or26	NP_001229897.1	ORTHOMCL2456	Amel	NM_001242968.1	NA
Or27	NP_001229898.1	ORTHOMCL26	Amel	NM_001242969.1	NA
Or35	NP_001229900.1	ORTHOMCL6878	Amel	NM_001242971.1	NA
Or41	NP_001229902.1	ORTHOMCL707	Amel	NM_001242973.1	NA
Or5	NP_001229888.1	ORTHOMCL9065	Amel	NM_001242959.1	NA
Or50	NP_001229904.1	ORTHOMCL823	Amel	NM_001242975.1	NA
Or51	NP_001229905.1	ORTHOMCL8892	Amel	NM_001242976.1	NA
Or53	NP_001229907.1	ORTHOMCL165	Amel	NM_001242978.1	NA
Or57	NP_001229910.1	ORTHOMCL28	Amel	NM_001242981.1	NA
Or63	NP_001229913.1	ORTHOMCL54	Amel	NM_001242984.1	NA
Or98	NP_001229914.1	ORTHOMCL10248	Amel	NM_001242985.1	NA
osp	NP_001229503.1	ORTHOMCL3403	Amel	NM_001242574.1	NA
otd2	NP_001239361.1	ORTHOMCL4742	Amel	NM_001252432.1	NA
Para	NP_001159377.1	ORTHOMCL293	Amel	NM_001165905.1	NA
Pban	NP_001104182.1	ORTHOMCL5183	Amel	NM_001110712.2	NA
Pburs	NP_001035352.2	ORTHOMCL8947	Amel	NM_001040262.2	NA
Pcl	NP_001128412.1	ORTHOMCL6642	Amel	NM_001134940.1	NA
PDHB	NP_001229442.1	ORTHOMCL7282	Amel	NM_001242513.1	NA
Per	NP_001011596.1	ORTHOMCL7634	Amel	NM_001011596.1	NA
Pet117	NP_001158281.1	ORTHOMCL9043	Amel	NM_001164809.1	NA
Pgrp-s2	NP_001157188.1	ORTHOMCL1062	Amel	NM_001163716.1	NonCanon
PGRP-S3	NP_001157187.1	ORTHOMCL2860	Amel	NM_001163715.1	Canon
pHCl	NP_001137350.1	ORTHOMCL323	Amel	NM_001143878.1	NA
PHRF1	NP_001242966.1	ORTHOMCL7635	Amel	NM_001256037.1	NA
